image_id,face_length,face_width,forehead_width,cheekbone_width,jaw_width,aspect_ratio,hair_length,hair_texture,hair_density,style_preference,face_shape_label,target_hairstyle_id,suitability_rating
img_00940,273.5,188.9,163.9,188.9,155.4,1.45,Long,Straight,Medium,masculine,Oblong,textured-crop,4.3
img_00941,221.4,161.3,140.3,161.3,123.3,1.37,Short,Straight,Medium,no_preference,Oval,wolf-cut,4.3
img_00942,229.7,199.5,194.7,199.5,189.8,1.15,Short,Straight,Medium,masculine,Square,curtain-bangs,4.2
img_00943,236.8,184.6,177.1,184.6,124.9,1.28,Long,Curly,Medium,masculine,Heart,buzz-cut,4.3
img_00944,251.1,182.8,151.4,182.8,144.9,1.37,Long,Curly,Medium,masculine,Oval,textured-crop,4.5
img_00945,278.0,187.6,154.2,187.6,159.4,1.48,Short,Wavy,Medium,unisex,Oblong,french-bob,4.7
img_00946,211.9,173.6,173.3,173.6,104.4,1.22,Short,Straight,Medium,masculine,Heart,french-bob,4.4
img_00947,186.4,162.9,141.0,162.9,142.3,1.14,Short,Straight,Medium,masculine,Round,curtain-bangs,4.6
img_00948,183.0,167.1,159.4,167.1,163.0,1.1,Medium,Coily,Medium,unisex,Square,curtain-bangs,4.7
img_00949,209.6,181.7,168.7,181.7,167.2,1.15,Medium,Wavy,Medium,no_preference,Square,french-bob,4.6
img_00950,186.3,168.3,144.0,168.3,142.8,1.11,Short,Coily,Medium,feminine,Round,curtain-bangs,4.5
img_00951,232.0,177.8,145.9,177.8,141.4,1.3,Short,Coily,Medium,masculine,Oval,buzz-cut,4.1
img_00952,233.8,180.8,183.8,180.8,125.8,1.29,Medium,Wavy,Medium,feminine,Heart,buzz-cut,4.0
img_00953,272.0,175.7,149.8,175.7,142.7,1.55,Medium,Curly,Medium,unisex,Oblong,textured-crop,4.6
img_00954,286.4,194.3,169.8,194.3,150.2,1.47,Medium,Curly,Medium,masculine,Oblong,french-bob,4.9
img_00955,302.6,197.3,162.4,197.3,160.6,1.53,Long,Coily,Medium,unisex,Oblong,french-bob,4.4
img_00956,245.4,161.0,135.8,161.0,124.3,1.52,Medium,Curly,Medium,unisex,Oblong,buzz-cut,4.2
img_00957,245.1,197.5,192.2,197.5,123.7,1.24,Long,Coily,Medium,masculine,Heart,textured-crop,4.7
img_00958,236.4,175.2,170.8,175.2,114.0,1.35,Long,Curly,Medium,feminine,Heart,textured-crop,4.4
img_00959,187.2,164.1,153.3,164.1,156.1,1.14,Medium,Straight,Medium,unisex,Square,wolf-cut,4.1
img_00960,188.1,175.2,157.9,175.2,146.5,1.07,Medium,Coily,Medium,unisex,Round,curtain-bangs,4.3
img_00961,235.5,175.7,145.4,175.7,138.6,1.34,Medium,Wavy,Medium,masculine,Oval,textured-crop,4.2
img_00962,239.8,178.8,149.2,178.8,140.2,1.34,Long,Wavy,Medium,no_preference,Oval,wolf-cut,4.6
img_00963,211.1,194.7,189.7,194.7,180.5,1.08,Medium,Straight,Medium,unisex,Square,buzz-cut,4.3
img_00964,191.9,165.4,156.2,165.4,158.7,1.16,Long,Curly,Medium,unisex,Square,long-waves,4.3
img_00965,176.7,160.4,139.9,160.4,140.8,1.1,Medium,Wavy,Medium,feminine,Round,buzz-cut,4.4
img_00966,198.2,193.6,177.3,193.6,168.7,1.02,Medium,Curly,Medium,feminine,Round,wolf-cut,4.7
img_00967,214.7,169.0,167.6,169.0,114.0,1.27,Medium,Straight,Medium,no_preference,Heart,buzz-cut,4.6
img_00968,281.2,192.9,160.4,192.9,150.8,1.46,Medium,Coily,Medium,masculine,Oblong,textured-crop,4.3
img_00969,204.1,177.7,172.5,177.7,171.0,1.15,Short,Coily,Medium,unisex,Square,wolf-cut,4.9
img_00970,194.0,173.0,156.2,173.0,145.0,1.12,Short,Curly,Medium,masculine,Round,textured-crop,4.8
img_00971,239.8,179.7,178.1,179.7,117.5,1.33,Short,Curly,Medium,masculine,Heart,textured-crop,4.2
img_00972,267.7,177.9,151.5,177.9,135.3,1.51,Long,Coily,Medium,unisex,Oblong,french-bob,4.1
img_00973,201.7,172.6,159.9,172.6,165.3,1.17,Short,Coily,Medium,feminine,Square,buzz-cut,4.8
img_00974,284.1,199.1,166.4,199.1,151.6,1.43,Short,Straight,Medium,masculine,Oblong,french-bob,4.9
img_00975,194.7,185.9,159.9,185.9,162.2,1.05,Short,Wavy,Medium,no_preference,Round,french-bob,4.8
img_00976,207.6,171.2,158.1,171.2,163.7,1.21,Medium,Curly,Medium,feminine,Square,long-waves,4.9
img_00977,194.3,161.5,151.7,161.5,149.9,1.2,Short,Coily,Medium,masculine,Square,wolf-cut,4.7
img_00978,279.6,176.8,155.4,176.8,143.9,1.58,Medium,Curly,Medium,unisex,Oblong,long-waves,4.5
img_00979,260.1,174.1,139.5,174.1,135.3,1.49,Medium,Curly,Medium,masculine,Oblong,wolf-cut,4.8
img_00980,192.7,168.8,163.2,168.8,163.2,1.14,Long,Straight,Medium,feminine,Square,wolf-cut,4.1
img_00981,252.5,171.0,138.4,171.0,132.9,1.48,Long,Coily,Medium,unisex,Oblong,textured-crop,4.7
img_00982,258.4,188.8,155.9,188.8,150.2,1.37,Short,Curly,Medium,no_preference,Oval,buzz-cut,4.8
img_00983,252.3,163.7,131.7,163.7,133.8,1.54,Short,Straight,Medium,no_preference,Oblong,curtain-bangs,4.5
img_00984,202.8,192.1,173.0,192.1,156.9,1.06,Long,Curly,Medium,no_preference,Round,buzz-cut,4.6
img_00985,226.8,169.2,147.1,169.2,127.5,1.34,Long,Wavy,Medium,unisex,Oval,buzz-cut,4.6
img_00986,217.4,191.8,174.4,191.8,165.3,1.13,Long,Wavy,Medium,feminine,Round,curtain-bangs,5.0
img_00987,248.6,178.3,155.7,178.3,133.0,1.39,Short,Wavy,Medium,masculine,Oval,curtain-bangs,4.5
img_00988,204.7,165.5,160.2,165.5,115.2,1.24,Long,Straight,Medium,no_preference,Heart,textured-crop,4.4
img_00989,234.5,185.7,192.4,185.7,113.7,1.26,Medium,Curly,Medium,unisex,Heart,wolf-cut,5.0
img_00990,212.3,160.4,139.4,160.4,120.7,1.32,Long,Wavy,Medium,unisex,Oval,long-waves,4.7
img_00991,211.5,187.4,162.6,187.4,159.1,1.13,Long,Wavy,Medium,unisex,Round,long-waves,4.5
img_00992,183.9,165.7,153.5,165.7,159.2,1.11,Long,Straight,Medium,unisex,Square,french-bob,4.1
img_00993,215.1,169.6,165.0,169.6,111.3,1.27,Medium,Curly,Medium,no_preference,Heart,wolf-cut,4.9
img_00994,180.6,167.6,149.4,167.6,145.1,1.08,Medium,Coily,Medium,feminine,Round,textured-crop,4.0
img_00995,264.2,196.4,195.0,196.4,121.7,1.35,Medium,Straight,Medium,feminine,Heart,french-bob,4.1
img_00996,184.4,160.7,151.1,160.7,155.0,1.15,Short,Coily,Medium,unisex,Square,french-bob,4.5
img_00997,221.2,199.6,183.4,199.6,160.1,1.11,Long,Coily,Medium,feminine,Round,wolf-cut,4.3
img_00998,257.7,194.7,168.7,194.7,151.2,1.32,Short,Wavy,Medium,masculine,Oval,buzz-cut,4.7
img_00999,264.0,172.4,147.5,172.4,136.3,1.53,Medium,Straight,Medium,feminine,Oblong,wolf-cut,4.6
